deck_name;rank;count;share;winrate
Dragapult;1;2265;7,87;53,08
Dragapult Dusknoir;2;1889;6,56;51,24
N's Zoroark;3;1711;5,95;49,32
Slowking;4;1666;5,79;52,03
Mega Greninja;5;1607;5,58;43,95
Alakazam Dudunsparce;6;1253;4,35;51,44
Beedrill;7;1093;3,8;49,11
Ogerpon Meganium Hydrapple;8;948;3,29;52,76
Dragapult Blaziken;9;874;3,04;53,73
Rocket's Honchkrow;10;820;2,85;53,14
Lucario Hariyama;11;816;2,84;47,96
Raging Bolt Ogerpon;12;688;2,39;51,5
Festival Lead;13;685;2,38;50,46
Crustle;14;624;2,17;53,3
Rocket's Mewtwo;15;606;2,11;47,74
Lopunny Dudunsparce;16;558;1,94;48,45
Basic Box;17;468;1,63;52,35
Cynthia's Garchomp;18;445;1,55;52,04
Hop's Trevenant;19;437;1,52;46,74
Mega Lucario;20;433;1,5;48,78
Starmie Dusknoir;21;384;1,33;44,39
Starmie Froslass;22;370;1,29;45,88
Metagross;23;359;1,25;53,15
Greninja;24;355;1,23;49,29
Ethan's Typhlosion;25;335;1,16;49,67
Ceruledge;26;321;1,12;46,01
Grimmsnarl Froslass;27;312;1,08;52,78
Dragapult Dudunsparce;28;285;0,99;50,15
Diancie Dusknoir;29;234;0,81;50,29
Mega Venusaur;30;207;0,72;47,56
Archaludon Dudunsparce;31;188;0,65;51,44
Mega Absol Box;32;184;0,64;50,9
Mega Starmie;33;181;0,63;47,1
Okidogi Barbaracle;34;175;0,61;53,75
Manectric Eelektrik;35;166;0,58;40,49
Lillie's Clefairy;36;163;0,57;43,59
Hydreigon;37;137;0,48;40,0
Kangaskhan Bouffalant;38;134;0,47;47,57
Steven's Metagross;39;131;0,46;42,36
Ursaluna Lunatone;40;126;0,44;42,29
Doublade;41;119;0,41;42,67
Toxtricity Box;42;109;0,38;52,91
Ogerpon Meganium Arboliva;43;108;0,38;48,63
Archaludon;44;104;0,36;48,68
Flareon Noctowl;45;102;0,35;44,9
Mega Charizard X;46;95;0,33;37,67
Joltik Box;47;91;0,32;48,51
Hop's Zacian;48;87;0,3;45,28
Mega Froslass;49;86;0,3;45,18
Mega Dragonite;50;87;0,3;46,31
Sharpedo Toxtricity;51;77;0,27;41,74
Yanmega;52;77;0,27;42,51
Marnie's Grimmsnarl;53;79;0,27;42,62
Mega Abomasnow;54;76;0,26;41,28
Sylveon;55;75;0,26;41,99
Froslass Dudunsparce;56;74;0,26;43,04
Ogerpon Meganium;57;74;0,26;40,82
Palafin;58;64;0,22;44,18
Tera Box;59;59;0,21;46,79
Blaziken Zoroark;60;55;0,19;51,64
Decidueye;61;54;0,19;40,61
Clefairy Ogerpon;62;56;0,19;47,56
Froslass Munkidori;63;50;0,17;41,0
Rocket's Spidops;64;42;0,15;48,66
Blaziken;65;39;0,14;46,06
Iono's Bellibolt;66;37;0,13;43,98
Sinistcha Ogerpon;67;37;0,13;50,7
Mega Zygarde;68;37;0,13;41,01
Bronzong;69;37;0,13;39,86
Mega Diancie;70;34;0,12;40,85
Archaludon Zoroark;71;35;0,12;47,22
Mega Feraligatr;72;35;0,12;31,93
Eelektrik;73;30;0,1;36,36
Mega Lopunny;74;26;0,09;56,43
Jellicent Dusknoir;75;26;0,09;50,85
Alakazam;76;22;0,08;44,63
Paldean Tauros;77;22;0,08;37,5
Misty's Gyarados;78;23;0,08;42,53
Dudunsparce Control;79;24;0,08;36,14
Raging Bolt Bellibolt;80;23;0,08;37,18
Dragapult Froslass;81;21;0,07;47,66
Toxtricity;82;21;0,07;40,22
Lopunny Dusknoir;83;19;0,07;49,33
Azumarill;84;20;0,07;33,33
Okidogi;85;21;0,07;29,58
Ethan's Magcargo;86;21;0,07;34,85
Heatran Metang;87;17;0,06;60,92
Zygarde Barbaracle;88;17;0,06;42,25
Mega Camerupt;89;18;0,06;37,14
Flygon;90;16;0,06;39,71
Mega Gengar;91;16;0,06;28,07
Blissey;92;13;0,05;51,85
Terapagos Noctowl;93;14;0,05;46,94
Feraligatr;94;13;0,05;29,27
Mamoswine;95;12;0,04;45,28
Iron Thorns;96;11;0,04;40,82
Mega Latias;97;11;0,04;23,33
Mega Sharpedo;98;10;0,03;37,5
Flareon;99;10;0,03;34,21
Slaking;100;10;0,03;37,14
Tyranitar;101;9;0,03;23,08
Cinderace;102;8;0,03;26,32
Mega Manectric;103;7;0,02;38,24
Rocket's Nidoking;104;7;0,02;31,25
Gengar;105;6;0,02;46,15
Dragapult Iron Thorns;106;6;0,02;66,67
Seaking Festival Lead;107;7;0,02;43,48
Galvantula;108;7;0,02;27,27
Bloodmoon Ursaluna;109;5;0,02;28,57
Scizor;110;5;0,02;42,11
Iron Thorns Crustle;111;6;0,02;50,0
Luxray;112;5;0,02;35,71
Milotic;113;4;0,01;43,48
Torterra;114;4;0,01;43,48
Hydrapple;115;4;0,01;36,84
Dragonite Eelektrik;116;4;0,01;44,44
Incineroar;117;4;0,01;40,0
Scovillain;118;4;0,01;35,71
Erika's Victreebel;119;2;0,01;61,54
Alolan Exeggutor ex;120;4;0,01;50,0
Hydrapple Ogerpon;121;3;0,01;30,0
Raging Bolt;122;3;0,01;30,0
Greninja Froslass;123;2;0,01;33,33
Toxtricity Brute Bonnet;124;2;0,01;28,57
Greninja Blaziken;125;1;0,0;42,86
Cornerstone Mask Ogerpon;126;1;0,0;40,0
Future Box;127;1;0,0;25,0
Rocket's Porygon-Z;128;1;0,0;0,0
Ogerpon;129;1;0,0;0,0
Great Tusk Mill;130;1;0,0;50,0
Miraidon;131;1;0,0;0,0
